"0.172%"
"0.176%"
"0.181%"
"0.182%"
"0.180%"
"0.182%"
"0.183%"
"0.175%"
"0.170%"
"0.165%"
"0.173%"
"0.173%"
"0.178%"
"0.196%"
"0.215%"
"0.221%"
"0.224%"
"0.231%"
"0.246%"
"0.254%"
"0.260%"
"0.269%"
"0.278%"
"0.286%"
"0.293%"
"0.300%"
"0.304%"
"0.312%"
"0.318%"
"0.321%"
"0.327%"
"0.338%"
"0.348%"
"0.355%"
"0.357%"
"0.335%"
"0.340%"
"0.333%"
"0.328%"
"0.333%"
"0.305%"
"0.296%"
"0.310%"
"0.327%"
"0.345%"
"0.372%"
"0.363%"
"0.352%"
"0.310%"
"0.237%"
"0.189%"
"0.166%"
"0.118%"
"0.092%"
"0.086%"
"0.087%"
"0.076%"
"0.069%"
"0.062%"
"0.060%"
"0.057%"
